id,accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_band_of_casualty,casualty_severity,casualty_type,casualty_home_area_type,accident_severity,day_of_week,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,vehicle_type,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,hit_object_in_carriageway,hit_object_off_carriageway,first_point_of_impact,journey_purpose_of_driver,sex_of_driver,age_band_of_driver,age_of_vehicle,driver_home_area_type
1119944,200930M010076,1,1,1,1,6,3,9,1,3,3,17:25,7,70,0,-1,0,0,1,1,1,0,0,2,9,3,0,0,0,0,2,-1,1,6,6,1
1120436,20093102A1782,2,1,1,1,6,3,9,-1,3,7,17:40,3,30,6,2,0,5,1,1,1,0,0,1,9,3,0,1,0,0,2,-1,1,6,1,-1
1121268,20093102B1711,1,1,1,2,7,3,9,-1,2,6,07:45,6,60,0,-1,0,0,1,2,2,0,0,2,9,18,0,0,0,10,4,-1,2,7,3,-1
1121929,20093102C0754,1,3,2,1,4,3,9,1,3,4,15:30,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,-1,1,4,14,1
1124229,20093104D1178,1,1,1,1,11,2,9,2,2,7,15:00,6,60,0,-1,0,0,1,1,1,0,0,2,9,14,0,0,4,9,1,-1,1,11,9,2
1131689,200934NE47419,2,1,1,2,8,3,9,1,3,3,08:35,6,30,6,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,1,2,2,8,-1,1
1137597,2009360051538,1,1,1,1,6,3,5,2,3,4,15:15,6,60,0,-1,0,0,1,4,1,0,0,2,5,17,0,0,0,0,1,2,1,6,12,2
1141987,200937L017018,2,1,1,1,3,3,1,1,3,6,20:12,6,30,8,4,0,0,1,1,1,0,0,1,1,18,9,8,0,0,2,-1,1,3,-1,1
1142555,2009400B00970,1,1,1,1,4,3,2,3,3,7,15:45,6,30,3,4,0,0,1,1,1,0,0,1,2,9,0,5,0,0,3,-1,1,4,7,3
1142598,2009400B01222,1,1,3,2,7,3,0,3,3,4,15:40,6,30,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,4,2,2,6,4,1
1143573,2009400C02877,2,3,2,1,4,3,9,1,3,1,21:00,6,30,3,4,0,8,4,1,1,0,0,1,9,18,0,8,0,10,1,1,1,5,8,1
1143631,2009400C03154,1,1,1,1,6,3,9,1,3,3,18:26,1,30,1,4,0,0,1,1,1,0,0,1,9,18,0,4,0,0,1,-1,1,6,6,1
1145210,20094100B9275,1,1,1,1,5,2,9,1,2,7,16:00,6,60,3,4,0,0,1,1,2,0,0,1,9,17,0,2,0,0,1,2,1,5,9,1
1147474,20094100J0407,1,1,1,2,6,3,9,-1,3,1,18:30,6,40,0,0,0,0,4,1,2,0,0,2,9,18,0,0,0,10,1,-1,2,6,8,-1
1148505,20094100T6108,2,3,2,2,10,3,9,2,2,1,08:10,3,70,0,0,0,0,1,1,1,0,0,2,9,18,0,0,0,7,3,-1,1,10,13,2
1151623,200942I248608,1,1,1,1,3,2,1,-1,2,2,12:53,6,30,0,0,0,0,1,1,1,0,0,2,1,18,0,0,0,0,1,-1,1,3,-1,-1
1168245,200945EL35487,1,1,1,1,5,3,9,1,3,7,17:19,6,30,3,4,0,8,4,1,1,0,0,1,9,18,0,8,0,0,1,-1,1,5,14,1
1169132,200945GU35989,3,1,2,1,2,3,9,1,3,6,15:50,6,30,0,-1,0,0,1,1,1,0,0,1,9,2,0,0,0,0,4,-1,2,6,1,1
1171072,200945RU39813,2,2,1,2,5,3,9,1,3,2,08:15,3,70,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,2,1,2,5,1,1
1172444,200945TA36957,2,1,1,2,7,3,1,1,3,5,13:23,6,60,0,-1,0,0,1,1,1,0,0,2,1,18,0,0,0,0,3,-1,2,7,-1,1
1178732,2009460176296,2,2,1,1,8,3,9,1,3,7,16:51,3,30,6,2,0,5,1,1,1,0,0,1,9,3,0,1,0,0,2,-1,1,8,8,1
1180885,2009470900039,1,1,1,1,4,3,9,1,3,7,01:29,3,70,0,0,0,0,4,1,2,0,3,2,9,16,0,0,0,2,1,-1,1,4,3,1
1181089,2009470900463,1,2,2,2,4,3,9,1,3,6,23:08,6,60,0,0,0,0,6,7,4,0,0,2,9,18,0,0,0,0,1,-1,1,4,4,1
1188380,200950CD3D020,1,1,3,1,5,3,0,1,3,1,01:40,-1,30,9,4,0,0,1,1,1,0,0,1,9,1,0,6,0,0,2,1,1,7,2,1
1190703,200950GP2A022,1,1,1,2,11,3,9,1,3,1,12:23,6,30,6,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,4,-1,2,11,11,1
1194726,2009520903994,2,2,1,1,7,3,9,1,2,3,16:34,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,1,1,1,7,-1,1
1198405,2009520911737,2,1,1,2,10,3,9,2,3,5,11:15,6,30,3,4,0,0,1,1,2,0,0,1,9,10,0,1,0,0,2,1,2,10,1,2
1199941,2009530199867,2,1,2,2,4,3,9,3,3,1,18:55,6,40,0,0,0,0,4,1,2,0,0,2,9,18,0,0,0,0,1,1,1,8,3,3
1202536,2009559C01956,1,3,2,2,6,3,11,1,3,3,16:55,6,30,6,2,0,5,1,1,1,0,0,1,11,18,0,8,0,0,0,1,1,6,3,1
1207426,2009609236600,1,1,1,1,4,3,9,2,2,4,21:30,6,60,0,-1,0,0,6,1,2,0,0,2,9,16,0,0,0,7,1,-1,1,4,9,2
1211600,2009620193361,2,1,2,1,6,3,9,-1,3,3,16:25,3,70,7,2,0,0,1,2,2,0,0,2,9,18,0,8,0,0,2,-1,1,5,5,-1
1213866,200963BC11309,1,1,1,1,8,3,8,3,3,1,03:30,1,30,1,4,0,4,4,4,2,0,0,1,8,18,0,4,0,0,4,1,1,8,11,3
1216535,2009920900836,1,1,1,1,5,2,1,1,2,5,09:00,6,30,0,-1,0,0,1,1,1,0,0,1,1,18,0,0,0,0,0,-1,1,5,-1,1
1219561,2009940901407,2,1,2,1,7,3,9,3,3,4,20:40,6,60,3,4,0,0,1,1,1,0,0,2,9,18,0,8,0,0,3,-1,1,8,10,3
1220126,2009950000568,1,1,1,2,7,3,9,1,3,3,13:40,6,60,0,-1,0,0,1,3,3,0,0,2,9,17,0,0,0,0,1,-1,2,7,-1,1
1221785,2009950006185,1,1,1,2,4,3,9,3,3,3,05:26,6,30,0,-1,0,8,6,1,1,0,0,2,9,18,0,0,0,4,1,-1,2,4,10,3
1223965,200997AB70204,1,1,1,2,5,2,9,1,2,5,03:25,3,50,5,4,0,0,4,1,1,0,0,1,9,17,0,1,0,6,1,-1,2,5,11,1
1224701,200997BD01106,2,1,2,2,6,3,9,1,3,6,09:00,6,30,3,4,0,0,1,1,2,0,0,1,9,18,0,8,0,0,4,-1,1,6,6,1
1225122,200997BF05412,2,2,2,2,6,3,9,1,2,2,16:40,6,30,3,2,0,0,4,1,4,0,0,1,9,18,0,8,0,0,1,-1,2,5,4,1
1227771,200997NE00509,1,1,3,1,11,2,0,1,2,5,10:10,6,30,3,4,0,0,1,2,2,0,0,1,9,18,0,1,0,0,1,-1,1,5,10,1
1235516,201001GD10251,1,3,2,1,1,3,9,-1,3,1,09:34,6,30,6,4,0,1,1,1,2,0,7,1,9,18,0,1,4,0,4,-1,1,7,9,1
1236729,201001HT20662,1,1,1,2,6,3,1,1,3,7,19:50,6,30,3,4,0,0,4,1,1,0,0,1,1,18,0,8,0,0,2,-1,2,6,-1,1
1237057,201001JC30028,1,2,3,1,6,3,0,1,3,6,15:10,6,30,0,-1,0,0,1,1,2,0,0,1,9,1,0,0,0,0,4,-1,2,-1,12,-1
1237448,201001JC30396,1,2,2,2,6,3,9,-1,3,6,17:40,6,30,6,2,0,0,1,1,1,0,0,1,9,18,0,1,10,0,3,-1,2,5,9,1
1240854,201001LX50050,1,2,2,1,8,3,11,-1,3,6,22:01,6,30,6,2,0,5,4,1,1,0,0,1,11,5,0,8,0,0,1,1,1,11,3,1
1242542,201001MM70585,1,1,1,1,5,3,3,1,3,7,03:30,6,30,6,2,0,5,4,1,1,0,0,1,3,18,0,1,0,0,3,-1,1,5,2,1
1243331,201001PL60249,1,1,1,2,9,3,9,1,3,7,11:20,6,30,6,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,1,-1,2,9,2,1
1243869,201001PL60746,1,1,1,1,4,3,9,-1,3,4,17:02,6,30,3,4,0,0,4,1,1,0,0,1,9,3,0,2,0,0,2,-1,1,4,1,-1
1245528,201001QK50217,1,1,1,1,8,3,9,1,3,7,14:45,6,30,3,4,0,0,1,1,1,0,0,1,9,3,0,1,0,0,2,-1,1,8,15,1
1247970,201001SX20448,1,1,3,1,6,3,0,1,3,1,12:47,6,30,0,-1,0,8,1,2,2,0,0,1,20,1,0,0,0,0,2,1,1,7,3,1
1250603,201001TW60072,2,1,1,1,8,3,9,1,3,6,08:30,6,30,0,-1,0,4,1,2,2,0,0,1,9,3,0,0,0,0,1,2,1,8,6,1
1252670,201001VW40371,1,1,1,2,10,3,9,1,3,1,20:05,6,30,6,2,0,5,4,2,2,0,0,1,9,3,0,1,0,0,2,-1,2,10,17,1
1253041,201001WW50313,2,2,2,2,7,3,3,1,3,3,22:00,6,30,6,2,0,5,4,1,1,0,0,1,3,18,0,8,0,0,1,-1,1,7,2,1
1253808,201001XD80068,1,1,1,1,4,3,9,-1,3,6,07:00,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,4,-1,1,4,-1,-1
1256159,201001YE80429,1,1,1,1,6,3,9,1,3,1,17:10,3,40,1,2,0,5,1,1,1,0,0,1,9,4,0,1,0,0,1,-1,1,6,16,1
1257220,201001YR90536,1,1,3,2,5,3,0,1,3,6,22:40,6,30,0,-1,0,0,4,2,2,0,0,1,5,14,0,0,0,0,1,-1,1,6,8,1
1257641,201001YR90908,1,1,2,2,7,3,9,1,3,6,17:53,6,30,0,-1,0,0,4,1,2,0,0,1,9,4,0,0,0,0,2,-1,1,7,9,1
1261694,201004AN10047,3,2,1,1,8,3,9,-1,3,2,10:35,6,30,3,4,0,0,1,1,1,0,0,2,9,18,0,1,0,0,1,2,1,8,-1,-1
1263149,201004CA10119,2,1,1,1,8,2,1,2,2,3,16:54,1,30,1,4,0,0,1,1,1,0,0,2,1,17,0,1,0,0,2,-1,1,8,-1,2
1267240,201004TA10145,1,1,2,2,2,3,9,2,2,6,17:12,1,70,1,4,0,0,1,1,1,0,0,2,9,5,0,4,0,0,2,-1,1,9,-1,1
1270719,201005EE03892,2,4,2,1,6,3,11,1,3,7,11:45,6,30,3,2,0,5,1,1,1,0,0,1,11,3,0,1,0,0,2,1,1,9,14,1
1271200,201005EE05838,2,1,1,1,5,2,1,1,2,2,15:10,3,30,6,2,0,0,1,1,1,0,0,1,1,18,0,8,0,0,1,-1,1,5,-1,1
1278440,201006P037464,2,2,1,1,5,3,9,1,3,7,17:20,6,30,3,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,3,-1,1,5,9,1
1279749,201006XN29557,1,1,1,1,7,3,9,1,3,6,14:45,3,70,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,2,2,1,7,6,1
1284100,2010070368614,1,1,3,1,10,3,0,1,3,1,12:30,6,30,3,4,0,4,1,1,4,0,0,1,9,1,0,2,0,0,2,-1,3,-1,-1,-1
1285728,2010100276410,2,1,2,2,7,2,9,1,2,6,11:45,6,30,0,-1,0,1,1,1,1,0,0,1,9,3,0,0,0,0,2,-1,2,7,9,1
1286419,2010100383410,1,1,1,2,6,3,9,2,3,7,15:15,6,60,3,4,0,0,1,4,1,0,0,2,9,9,0,6,0,0,1,-1,2,6,-1,2
1286900,2010100465910,2,1,1,2,6,3,9,1,3,2,09:40,6,30,3,4,0,0,1,1,1,0,0,1,9,9,0,5,0,0,3,2,2,6,8,1
1286930,2010100469210,2,2,2,2,4,3,9,-1,3,6,15:35,6,30,3,4,0,0,1,1,1,0,0,1,9,7,0,5,0,0,2,-1,2,8,0,1
1287131,2010100505910,1,2,2,2,7,3,9,2,3,7,17:48,6,60,3,4,0,0,1,1,1,0,0,2,9,7,0,6,0,0,2,-1,1,10,9,1
1287812,2010100614010,1,1,1,2,6,3,9,3,3,2,18:20,6,60,3,4,0,0,1,1,1,0,0,2,9,3,0,1,0,0,3,-1,2,6,3,3
1288788,2010100780810,1,2,2,2,5,3,9,2,3,5,20:25,3,70,0,-1,0,0,4,8,4,0,0,1,9,18,0,0,0,0,3,-1,2,5,7,1
1289133,2010100848810,2,1,2,1,5,3,11,1,3,6,13:30,6,30,9,4,0,8,1,1,2,0,0,1,11,2,0,1,0,0,2,1,1,5,14,1
1289718,201011NF08060,1,1,1,1,5,3,9,1,3,6,16:12,6,60,0,0,0,0,1,1,1,0,0,2,9,17,0,0,0,10,1,-1,1,5,12,1
1291125,201011SL14570,2,2,2,2,7,3,11,2,2,3,23:25,6,40,0,-1,0,0,4,1,1,0,0,2,11,18,0,0,0,0,1,1,1,6,8,1
1292621,2010120108753,4,4,1,1,5,3,9,-1,2,5,20:05,6,60,0,0,0,0,1,1,1,0,0,2,9,18,0,0,0,4,1,-1,1,5,11,-1
1293597,2010120179097,1,1,1,1,9,2,5,3,2,7,23:20,6,60,0,-1,0,0,6,1,1,0,7,2,5,18,0,0,12,9,1,-1,1,9,-1,3
1293681,2010120184455,2,1,1,2,6,3,9,1,3,3,07:20,6,60,0,0,0,0,1,2,2,6,0,2,9,4,0,0,0,0,1,-1,2,6,12,1
1308559,2010160B03081,2,2,1,1,7,3,9,2,2,3,19:14,6,60,8,4,0,0,1,1,1,0,0,2,9,9,0,5,0,0,4,-1,1,7,13,2
1316973,201020L044111,1,1,3,1,1,2,0,1,2,2,12:23,6,30,0,-1,0,4,1,1,1,0,0,1,9,18,0,0,0,0,1,2,2,6,12,1
1317407,201020M007640,2,1,1,2,8,3,9,1,3,5,08:20,6,30,3,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,3,2,2,8,10,1
1321533,2010210001129,1,1,2,2,8,3,9,1,3,4,16:25,1,30,2,4,0,0,1,2,2,0,0,2,9,18,0,1,7,0,1,-1,1,8,5,1
1322537,2010210002915,1,1,3,1,1,3,0,1,3,7,13:30,6,30,3,4,0,0,1,1,1,0,0,1,9,1,0,8,0,0,2,1,1,5,7,1
1325774,201022C002036,2,1,1,1,7,3,9,1,3,1,15:08,6,30,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,3,-1,1,7,12,1
1326024,201022C003941,1,1,1,2,7,2,9,1,2,1,03:47,6,30,3,4,0,0,4,1,1,0,0,1,9,16,0,5,0,10,1,-1,2,7,13,1
1331691,201030B000014,1,1,1,1,7,1,9,2,1,7,12:55,3,70,0,-1,0,0,1,1,2,0,0,2,9,18,0,0,0,0,1,-1,1,7,-1,2
1334775,201030D000976,1,3,2,1,5,2,9,-1,2,5,14:12,6,60,6,4,0,0,1,1,1,0,0,2,9,18,0,8,0,0,4,2,1,5,15,-1
1339669,201032B091410,1,1,3,1,4,3,0,-1,3,4,19:45,6,30,0,-1,0,0,4,1,1,0,0,2,9,18,0,0,0,0,1,-1,3,-1,-1,-1
1344856,2010331004330,1,1,1,2,6,3,9,1,3,7,05:15,3,70,0,-1,0,0,1,1,2,0,0,2,9,18,0,0,0,10,1,-1,2,6,7,1
1347783,201034WN31330,2,1,2,1,7,3,9,-1,3,4,17:45,6,50,3,4,0,0,1,2,2,0,0,1,9,18,0,8,0,0,4,2,2,7,-1,-1
1348501,2010350342410,1,1,1,1,11,3,9,1,3,7,07:55,6,60,0,-1,0,0,1,1,2,0,0,2,9,18,0,0,7,0,1,-1,1,11,9,1
1352331,2010360056610,2,3,2,1,1,3,9,1,3,5,14:45,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,3,-1,2,9,21,1
1352974,2010360057899,2,1,1,1,9,3,19,2,3,4,17:00,6,40,3,4,0,0,1,2,2,0,0,2,19,18,0,8,0,0,1,2,1,9,9,2
1355718,201037G030098,2,1,1,1,6,3,9,1,3,6,09:10,6,30,0,-1,0,0,1,4,2,0,0,2,9,16,0,0,0,0,2,-1,1,6,10,1
1356783,2010400B01998,1,1,2,1,4,3,9,2,3,4,17:53,6,60,0,-1,0,0,6,1,1,0,0,2,9,17,0,0,0,9,2,-1,1,4,9,2
1364664,201042I186906,1,1,3,2,4,2,0,1,2,2,13:28,6,30,0,0,0,0,1,1,1,0,0,1,19,18,0,0,0,0,4,1,1,6,3,1
1364677,201042I187806,2,1,1,2,6,2,1,1,2,6,19:25,6,30,9,4,0,0,1,1,1,0,0,1,1,18,4,8,0,0,1,2,2,6,-1,1
1367952,201043N054090,1,1,3,2,6,3,0,1,3,5,11:44,6,30,3,4,0,1,1,1,1,0,0,1,21,18,0,1,0,0,0,1,1,-1,-1,-1
1368532,201043N138110,2,2,1,2,9,3,9,3,3,2,15:00,6,30,3,4,0,0,1,1,1,0,0,1,9,3,0,1,0,0,2,-1,2,9,1,3
1376395,2010440102894,2,1,1,2,5,3,9,2,3,7,20:49,6,60,0,-1,0,0,4,1,1,0,0,2,9,17,0,0,0,0,1,-1,2,5,11,2
1384775,201045SP52377,1,1,2,1,11,3,9,-1,3,1,13:09,6,30,7,4,0,0,1,1,1,0,0,1,9,3,0,2,0,0,1,-1,2,10,-1,1
1386117,201045WA50433,4,2,1,1,4,3,2,1,3,6,13:04,1,60,1,4,0,0,1,1,1,0,3,1,2,18,0,3,0,0,3,-1,1,4,2,1
1392458,2010460193246,3,1,1,1,9,3,8,1,3,5,11:07,3,30,0,-1,0,0,1,1,1,0,0,1,8,18,0,0,0,0,1,-1,1,9,6,1
1392605,2010460193568,1,1,1,1,7,3,9,1,3,3,17:20,3,30,0,-1,0,0,4,2,2,4,0,2,9,4,0,0,0,0,1,-1,1,7,-1,1
1397885,2010471007480,2,1,1,2,8,3,9,1,3,6,13:30,3,70,5,4,0,0,1,2,2,0,3,2,9,18,0,8,0,0,2,-1,2,8,3,1
1398167,2010471008004,2,2,1,1,10,3,9,1,3,5,18:36,3,50,0,-1,0,0,4,1,4,0,0,2,9,3,0,0,0,0,2,-1,1,10,3,1
1402754,201050GT3D012,1,1,1,1,4,3,9,3,3,7,08:45,6,60,3,3,0,0,1,8,4,0,0,2,9,4,0,6,0,0,3,2,1,4,1,3
1404060,201050KA2J008,1,1,3,2,7,3,0,2,3,4,15:10,7,20,0,0,0,0,1,1,1,0,0,2,9,5,0,0,0,0,1,-1,1,8,14,2
1406297,2010520009463,1,1,1,1,6,3,9,1,3,5,08:25,1,30,1,4,0,0,1,1,4,0,0,1,9,4,0,4,0,0,1,1,1,6,-1,1
1408681,2010521007297,2,4,2,2,4,3,9,1,3,5,17:45,6,30,6,4,0,0,1,1,1,0,0,1,9,5,0,6,0,1,4,-1,1,6,14,1
1419070,2010610070710,1,1,1,2,4,3,9,1,3,4,22:35,6,30,3,4,0,0,4,1,1,0,0,1,9,10,0,1,0,0,1,-1,2,4,6,1
1419168,2010610076910,2,2,2,2,5,3,9,-1,3,7,18:53,6,30,7,4,0,0,7,1,1,0,0,1,9,18,0,2,0,0,3,-1,1,9,15,-1
1421091,2010620201310,1,2,2,1,8,2,9,-1,2,3,15:55,3,70,9,4,0,0,1,1,1,0,0,1,9,18,0,2,0,10,1,1,1,9,-1,1
1421201,2010620201534,1,2,2,2,4,3,9,1,3,1,12:27,6,30,0,-1,0,0,1,1,1,0,0,1,9,16,0,0,0,0,4,-1,2,4,10,1
1423615,201063AC11210,2,3,1,1,7,3,11,1,3,2,11:23,6,30,3,4,0,0,1,1,1,0,0,1,11,18,0,8,0,0,1,1,1,7,12,1
1424240,201063BC05810,1,1,3,2,7,3,0,-1,3,6,10:23,2,30,0,-1,0,0,1,1,1,0,0,2,9,4,0,0,0,0,0,-1,1,9,6,2
1424279,201063BC08710,2,3,3,1,10,3,0,3,3,3,20:25,6,40,0,-1,0,0,1,1,1,0,0,2,90,2,0,0,0,0,2,-1,1,11,-1,3
1428565,2010930002652,2,5,2,2,9,3,9,-1,1,1,09:35,6,60,3,4,0,0,1,2,2,0,0,2,9,18,0,8,0,0,1,-1,2,10,1,3
1429535,2010950000380,1,1,1,2,6,3,9,1,3,5,08:35,6,30,0,-1,0,0,1,-1,4,0,0,2,9,18,0,0,0,4,1,2,2,6,7,1
1432057,2010950008592,1,2,2,2,5,3,9,-1,3,7,18:30,6,30,6,4,0,0,4,2,2,0,0,1,9,18,0,1,0,0,1,-1,2,5,11,1
1435331,201097KB42401,2,1,2,2,7,3,9,1,3,5,18:40,6,50,9,4,0,0,4,2,2,0,0,2,9,18,0,1,0,0,1,-1,1,7,5,1
1435918,201097LB10601,1,1,1,2,4,3,9,2,3,6,13:30,6,30,0,-1,0,0,1,1,4,0,0,2,9,18,0,0,0,0,1,-1,2,4,7,2
1438585,2010982120610,1,1,1,1,7,3,9,1,3,6,00:01,6,60,0,-1,0,0,1,1,4,0,0,2,9,17,0,0,0,0,1,2,1,7,15,1
1440011,201101CW10014,1,1,3,1,7,3,0,1,3,5,10:44,3,30,3,4,0,0,1,4,1,0,0,1,19,18,0,8,0,0,1,-1,1,6,-1,1
1443533,201101FH10413,1,1,2,2,9,3,11,1,3,5,10:35,6,30,3,2,0,5,1,1,1,0,0,1,11,4,0,8,0,0,0,1,1,-1,-1,-1
1446341,201101JI40335,1,1,2,1,8,3,11,1,3,1,11:40,6,30,3,4,0,0,1,1,1,0,0,1,11,18,0,1,0,0,0,1,1,7,1,1
1447196,201101KD50280,1,1,1,2,11,3,9,1,3,5,17:30,1,30,2,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,1,-1,2,11,10,1
1450648,201101MM70694,1,4,2,1,1,3,11,1,3,1,10:49,6,30,0,-1,0,1,1,1,1,0,0,1,11,18,0,0,0,0,0,1,1,6,10,1
1451891,201101PL60820,2,1,1,1,6,3,5,-1,3,1,21:55,6,30,3,4,0,0,4,1,1,0,0,1,5,4,0,8,0,0,1,-1,1,6,1,-1
1455010,201101RY10231,1,2,2,2,8,3,9,1,3,3,17:50,6,30,0,-1,0,0,1,1,1,0,0,1,9,4,0,0,4,0,1,1,1,8,14,1
1456445,201101SX21114,1,1,2,2,10,3,11,1,3,2,10:00,6,30,0,-1,0,0,1,1,1,0,0,1,11,18,0,0,0,0,0,1,2,9,8,1
1459709,201101TD00004,1,1,3,2,9,1,0,-1,1,2,14:02,6,30,6,2,0,5,1,1,1,0,0,1,19,5,0,8,0,0,1,-1,1,8,-1,-1
1477911,201105CC06642,1,2,2,2,5,3,9,1,2,1,14:30,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,1,1,-1,-1,-1
1480980,201106A054853,2,1,1,1,6,3,9,1,3,6,13:15,6,30,6,4,0,0,1,4,2,0,0,1,9,18,0,1,0,0,4,-1,1,6,-1,1
1491058,2011070316872,2,1,1,1,7,3,9,2,3,1,13:30,6,50,0,-1,0,0,1,1,1,0,0,2,9,6,0,0,0,10,3,-1,1,7,3,2
1492996,2011100209111,1,1,1,2,7,3,9,1,2,6,07:18,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,1,2,7,9,1
1493096,2011100226711,2,1,1,2,5,3,9,1,3,5,16:58,6,30,3,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,4,-1,2,5,5,1
1495157,2011100577611,1,1,1,1,5,3,5,3,3,2,14:12,6,60,3,4,0,0,1,1,1,0,0,2,5,13,0,1,0,0,1,-1,1,5,11,3
1495164,2011100578511,2,1,1,1,5,3,9,1,3,2,16:30,6,30,3,4,0,0,1,1,1,0,0,1,9,3,0,1,0,0,2,-1,1,5,3,1
1499328,2011120075444,1,1,1,1,3,3,90,3,2,2,16:00,1,30,2,4,0,0,1,-1,1,0,0,2,90,4,0,1,0,1,1,-1,1,3,-1,3
1501663,2011130037789,1,1,1,1,9,3,9,1,3,2,15:20,6,30,3,2,0,0,1,1,1,0,0,1,9,18,0,1,0,0,4,-1,1,9,-1,1
1503905,2011130203871,2,2,2,2,11,3,9,1,3,1,13:25,6,30,6,4,0,0,1,1,1,0,0,1,9,18,0,8,0,4,1,-1,2,8,1,1
1504646,2011130259157,2,1,1,2,6,3,9,3,3,3,12:13,6,40,3,4,0,0,1,1,1,0,0,2,9,18,0,1,0,0,1,3,2,6,5,3
1509024,201114A000911,2,1,1,2,7,3,9,1,3,2,19:31,6,30,0,-1,0,0,4,1,2,0,0,2,9,16,0,0,0,4,3,-1,2,7,7,1
1509060,201114A008111,1,1,1,1,6,3,9,1,3,5,13:30,3,40,6,2,0,4,1,1,1,0,0,1,9,18,0,8,0,0,1,2,1,6,12,1
1512939,201114K155111,2,1,1,1,6,2,5,1,2,3,16:15,2,30,6,4,0,0,1,1,1,0,0,1,5,18,0,8,0,0,4,-1,1,6,21,1
1514278,2011160A02771,1,1,1,1,5,3,1,1,3,2,15:35,6,30,0,-1,0,0,1,1,1,0,0,1,1,18,0,0,4,0,1,2,1,5,-1,1
1515125,2011160B03381,1,2,2,1,5,2,9,3,1,4,18:58,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,4,1,-1,1,4,4,2
1517343,2011160D05991,1,2,1,2,9,3,9,2,3,1,11:00,3,30,0,-1,0,0,1,1,1,0,0,1,9,15,0,0,0,0,3,-1,2,9,-1,2
1524275,201120T010701,2,2,1,2,6,3,9,1,2,2,11:23,6,30,3,4,0,0,1,1,2,0,0,1,9,3,0,1,0,0,2,-1,2,6,4,1
1524420,201120T020171,1,1,3,2,6,3,0,1,3,4,09:50,6,30,0,-1,0,0,1,1,1,0,0,1,20,5,0,0,0,0,4,-1,1,-1,-1,-1
1526620,2011211000319,2,1,1,1,10,3,9,1,3,3,11:40,6,30,6,4,0,0,1,1,2,0,0,1,9,18,0,8,0,0,3,-1,1,10,-1,1
1527087,2011211001244,2,1,1,1,7,3,3,1,3,5,12:30,6,30,3,4,0,0,1,1,1,0,0,1,3,13,0,8,0,0,1,-1,1,7,7,1
1527297,2011211001687,1,2,3,2,6,3,0,1,3,3,11:41,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,-1,1,4,6,-1
1528570,2011211003810,3,1,1,1,5,3,9,1,3,6,08:45,6,30,0,-1,0,0,1,2,2,0,0,1,9,3,0,0,0,0,2,-1,1,5,3,1
1528677,2011211004000,1,2,1,1,8,3,9,1,3,4,05:05,6,30,0,-1,0,0,6,1,1,0,7,2,9,18,0,0,0,0,4,-1,1,8,3,1
1529133,2011211004780,3,1,1,2,8,3,9,1,3,2,16:55,6,30,0,-1,0,0,1,1,1,0,0,1,9,2,0,0,0,0,2,-1,2,8,10,1
1530044,2011211006187,1,1,1,1,4,3,2,1,3,5,16:00,6,30,3,4,0,0,1,1,2,0,0,1,2,14,0,2,0,0,4,-1,1,4,-1,1
1531557,201122C200236,1,2,2,2,9,3,9,1,3,3,21:15,3,30,7,2,0,5,4,1,1,0,0,1,9,9,0,5,0,6,1,-1,2,6,11,1
1534174,201122G102224,2,1,1,1,9,3,5,1,3,6,15:09,6,30,1,4,0,0,1,1,1,0,0,2,5,5,0,4,0,0,2,-1,1,9,4,1
1534485,201122G104850,1,2,2,2,7,3,9,1,3,6,12:35,6,40,1,4,0,0,1,1,2,0,0,1,9,18,0,4,0,0,1,-1,1,7,8,1
1536399,2011231196349,1,1,1,1,4,3,9,1,3,4,23:00,6,30,0,-1,0,0,4,1,1,0,0,1,9,16,0,0,10,2,4,-1,1,4,9,1
