id,accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_band_of_casualty,casualty_severity,casualty_type,casualty_home_area_type,accident_severity,day_of_week,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,vehicle_type,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,hit_object_in_carriageway,hit_object_off_carriageway,first_point_of_impact,journey_purpose_of_driver,sex_of_driver,age_band_of_driver,age_of_vehicle,driver_home_area_type
2406922,2016010006450,1,1,1,1,7,3,2,1,3,2,10:20,6,20,3,4,0,0,1,1,2,0,0,1,2,4,0,1,0,0,1,2,1,7,13,1
2409833,2016010019254,2,2,1,1,4,3,5,1,3,7,20:51,6,30,6,4,0,0,4,2,2,0,0,1,5,18,0,8,0,0,1,-1,1,4,1,1
2415434,201601EK40280,1,1,1,2,9,3,9,1,3,7,02:15,3,30,6,2,0,5,4,1,1,0,0,1,9,18,0,2,0,0,3,-1,2,9,1,1
2415841,201601EO40131,2,1,1,1,4,3,3,1,3,5,15:03,6,20,2,4,0,1,1,1,1,0,0,1,3,18,0,1,0,0,1,-1,1,4,9,1
2417781,201601HT20403,1,1,3,2,9,2,0,1,2,5,08:12,3,30,6,3,0,4,1,1,1,0,0,1,9,18,0,2,0,0,1,-1,1,7,10,1
2429859,201601XD80642,1,1,1,1,8,3,9,1,3,6,08:45,6,30,0,-1,0,0,1,1,1,0,0,1,9,3,0,0,0,0,2,2,1,8,9,1
2431982,201601ZD30147,1,1,3,2,3,3,0,-1,3,7,17:00,6,30,3,4,0,1,7,1,2,0,0,1,9,18,0,8,0,0,1,-1,2,10,13,1
2434927,201604ED16301,2,1,2,2,8,3,9,1,3,3,17:55,6,30,3,4,0,0,1,1,1,0,0,1,9,3,0,1,0,0,2,-1,2,11,7,1
2436625,201604SA16337,2,1,1,1,7,3,9,1,3,4,16:23,3,70,0,-1,0,0,1,1,1,0,0,2,9,4,0,0,0,0,3,1,1,7,3,1
2437603,201604SC16124,1,2,2,1,4,3,9,1,3,2,17:30,3,70,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,1,-1,2,4,9,2
2443753,201606E015270,2,3,2,2,6,3,9,1,3,1,15:20,6,20,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,2,-1,1,11,14,-1
2444348,201606G010534,1,1,1,1,5,2,3,1,2,5,23:29,6,30,9,2,0,5,4,1,2,0,0,1,3,16,0,8,0,0,1,-1,1,5,19,1
2444836,201606J022138,1,1,3,2,2,3,0,1,3,4,15:52,3,20,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,-1,2,6,2,1
2446577,201606Q015391,2,6,2,1,4,3,9,1,2,3,18:50,3,40,6,2,0,5,1,1,1,0,0,1,9,3,0,1,0,0,2,-1,1,8,1,1
2449711,2016076347770,1,1,1,2,10,3,9,1,3,3,16:00,3,60,5,4,0,0,6,2,2,4,0,1,9,12,0,7,0,0,1,-1,2,10,1,1
2450329,2016100029916,1,1,1,1,5,3,3,1,3,4,07:40,3,30,0,-1,0,0,7,2,2,0,0,1,3,18,0,0,0,0,2,2,1,5,9,1
2451260,2016100071492,1,1,1,1,6,3,9,-1,3,5,08:55,6,30,3,4,0,0,1,2,2,4,0,1,9,7,0,6,0,0,1,3,1,6,16,-1
2452415,2016100108816,1,2,2,1,1,2,9,-1,2,5,13:45,6,60,0,-1,0,0,1,1,2,0,0,2,9,18,0,0,0,11,1,1,2,7,8,1
2453648,2016100159005,2,2,1,1,10,3,9,1,3,5,10:20,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,11,1,5,1,10,3,1
2458849,2016133210980,1,2,2,2,2,3,9,1,3,2,15:45,6,30,6,4,0,0,1,-1,1,0,0,1,9,18,0,8,0,0,3,-1,1,-1,11,1
2467900,2016140109924,1,1,1,1,7,3,9,1,3,4,19:36,6,40,3,4,0,0,4,1,1,0,0,1,9,3,0,1,0,0,2,-1,1,7,10,-1
2470246,2016160064900,1,1,1,1,4,2,3,1,2,5,12:19,6,40,0,-1,0,0,1,1,1,0,0,2,3,17,0,0,10,11,4,2,1,4,4,1
2472491,2016160142345,2,2,1,2,5,3,9,2,3,6,20:40,6,60,0,-1,0,0,6,1,2,0,0,2,9,18,0,0,0,0,1,5,2,5,13,2
2480374,2016200126909,1,2,2,1,4,3,3,-1,3,1,14:40,6,30,0,-1,0,0,1,1,1,0,0,1,3,14,0,0,4,0,1,-1,1,4,3,1
2489691,2016230100546,2,1,1,1,5,3,9,1,3,2,08:35,6,30,3,2,0,5,1,1,1,0,0,1,9,10,0,1,0,0,2,2,1,5,4,1
2497375,2016320115963,2,2,2,2,7,3,9,-1,3,3,10:58,6,20,3,4,0,0,1,2,1,0,0,2,9,9,0,1,0,0,2,-1,2,7,12,3
2498631,2016320331434,2,2,1,1,9,1,9,2,1,5,00:07,6,60,0,-1,0,0,6,-1,1,0,0,2,9,18,0,0,0,0,1,-1,1,9,-1,-1
2503304,201634WN11156,1,1,3,1,6,3,0,-1,3,5,18:10,6,30,6,4,0,0,1,1,1,0,0,1,11,18,0,8,0,0,4,1,1,6,2,3
2506502,2016350141477,2,1,1,2,9,3,9,1,3,6,15:45,6,30,3,4,0,0,4,2,2,0,0,2,9,17,0,1,0,0,3,1,2,9,8,1
2511174,201637EA97039,2,1,1,1,6,3,9,1,3,5,08:45,3,70,0,-1,0,0,1,2,2,0,0,2,9,4,0,0,0,0,2,-1,1,6,1,1
2516026,2016410119882,1,1,2,2,8,3,9,1,3,1,20:10,1,30,1,4,0,0,4,1,1,4,0,1,9,16,0,3,0,0,1,5,2,8,12,1
2523249,2016430294234,2,1,1,1,8,3,9,1,3,5,08:15,3,70,0,-1,0,0,1,1,1,0,0,2,9,4,0,0,0,0,2,1,1,8,-1,1
2523707,2016430321363,1,1,3,2,1,3,0,1,3,7,11:30,6,30,8,4,0,0,1,2,2,0,0,1,9,9,0,6,0,0,4,-1,2,8,3,1
2524881,2016431840416,2,2,1,1,7,3,9,1,3,4,08:53,6,30,3,4,0,0,1,1,1,0,0,1,9,17,0,8,0,0,1,2,1,7,2,1
2528021,201643W083066,1,1,1,1,11,3,1,1,3,7,18:55,3,30,3,4,0,4,1,1,1,0,0,1,1,5,0,8,0,0,3,-1,1,11,-1,1
2529227,2016440068682,1,1,3,1,2,3,0,1,3,3,13:32,6,30,0,-1,0,0,1,1,1,0,0,1,1,18,9,0,0,0,1,-1,3,-1,-1,-1
2531245,2016440256867,1,1,3,1,9,3,0,1,3,1,16:50,6,30,0,-1,0,0,1,1,1,0,0,1,9,2,0,0,0,0,3,-1,3,-1,5,-1
2533492,2016440451786,1,1,1,2,6,3,9,3,3,4,15:45,6,40,3,4,0,0,1,1,1,0,0,2,9,9,0,8,0,0,3,-1,2,6,2,3
2540070,2016460054402,1,2,2,2,4,3,9,1,3,1,14:37,3,70,0,-1,0,0,1,2,2,0,0,2,9,18,0,0,0,0,1,-1,1,4,1,1
2542961,2016460101329,2,1,1,1,6,3,9,1,3,6,17:30,6,30,3,4,0,0,1,1,1,0,0,1,9,18,0,2,0,0,3,-1,1,6,7,1
2547549,2016471602358,1,1,1,1,10,3,9,2,3,6,18:30,7,50,0,-1,0,0,1,2,2,0,0,2,9,18,0,0,0,0,1,-1,1,10,3,2
2549906,2016471605690,2,1,1,2,4,3,1,1,3,2,20:30,7,30,3,4,0,0,7,2,2,0,0,1,1,18,0,2,0,0,2,1,2,4,-1,1
2550664,2016471606754,1,2,3,2,6,3,0,1,3,4,19:45,6,30,3,4,0,0,4,1,1,0,0,1,11,4,0,1,0,0,4,1,1,5,7,1
2552215,2016500063245,4,2,2,1,9,2,19,3,2,5,15:47,3,70,0,-1,0,0,1,2,2,6,0,2,19,11,0,0,0,0,1,1,1,6,2,2
2555072,2016500132197,2,1,2,2,8,3,9,3,3,6,19:45,6,60,3,4,0,0,6,1,1,0,0,2,9,18,0,8,0,0,1,5,1,7,12,3
2561734,2016530109048,1,1,1,1,6,3,11,-1,3,6,15:40,6,30,0,0,0,0,1,1,1,0,0,1,11,18,0,0,0,0,0,1,1,6,7,-1
2571795,201663AC04916,2,3,1,2,9,2,9,1,2,3,10:27,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,1,2,2,9,6,1
2574596,2016921600858,1,3,2,1,4,3,9,-1,2,7,23:00,6,60,0,-1,0,0,6,1,1,0,0,2,9,18,0,0,0,11,1,-1,1,4,8,3
2577090,2016950003013,1,1,1,1,11,3,9,3,3,6,16:30,6,30,6,3,0,0,1,2,2,0,0,2,9,18,0,8,0,0,4,-1,1,11,0,3
2580233,201697GA05605,2,1,2,2,5,3,9,1,3,5,02:45,3,30,0,-1,0,0,1,2,2,0,0,1,9,18,0,0,0,0,1,2,1,5,15,1
2581434,201697KC02803,2,1,2,1,8,3,8,1,3,5,17:40,6,30,0,-1,0,0,1,1,1,0,0,1,8,5,0,0,0,0,1,-1,1,7,8,1
2582004,201697NA04907,2,2,2,2,8,3,9,1,3,7,19:25,6,30,0,-1,0,4,1,1,1,0,0,1,9,4,0,0,0,0,2,-1,1,7,6,1
2587299,2017010016708,1,1,3,2,8,2,0,-1,2,3,14:03,6,30,6,4,0,1,1,1,1,0,0,1,4,18,0,2,0,0,1,-1,1,6,4,1
2590346,2017010025612,2,1,1,1,9,3,1,1,3,4,18:37,6,30,0,-1,0,4,4,1,1,0,0,1,1,18,4,0,0,0,1,-1,1,9,-1,1
2593809,2017010033837,2,2,1,1,7,3,19,1,3,3,08:46,6,30,0,-1,0,0,1,1,1,0,0,1,19,18,0,0,0,0,1,1,1,7,2,1
2594094,2017010034359,1,1,1,1,6,3,9,-1,3,6,03:11,6,30,3,4,0,0,4,1,1,0,0,1,9,4,7,8,0,0,1,1,1,6,0,-1
2602055,2017010050049,1,1,3,1,6,2,0,2,2,2,08:47,6,30,3,4,0,5,1,2,2,0,0,1,5,14,0,1,0,0,1,2,1,6,0,1
2604438,2017010055414,2,1,1,1,7,2,5,1,2,3,08:20,3,30,3,4,0,0,1,1,1,0,0,1,5,15,4,8,0,0,0,-1,1,7,9,1
2609021,2017010064430,1,1,2,2,8,3,11,1,3,6,20:26,6,30,3,4,0,0,4,8,1,0,0,1,11,5,0,1,0,0,0,-1,1,8,6,1
2611940,2017010069789,2,3,2,2,5,3,9,-1,3,1,19:11,6,30,3,1,0,4,4,1,1,0,0,1,9,18,0,1,0,10,4,-1,2,5,16,1
2613433,2017010073536,2,1,1,1,7,3,5,1,3,3,17:20,6,30,0,-1,0,0,4,1,1,0,0,1,5,18,0,0,0,0,1,2,1,7,2,1
2614426,2017010076449,1,1,3,2,7,3,0,1,3,7,23:40,6,30,3,2,1,5,4,1,1,0,0,1,9,5,0,1,0,0,1,1,2,6,11,3
2622429,201704WB17263,1,1,1,2,7,2,1,2,2,7,08:30,6,50,9,4,0,0,1,1,1,0,2,2,1,18,4,1,0,0,2,-1,2,7,-1,2
2633466,2017077313652,1,1,3,1,6,3,0,1,3,5,17:25,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,4,-1,3,-1,-1,-1
2633930,2017077379041,2,1,1,1,9,3,9,3,3,6,11:18,6,50,9,4,0,0,1,1,1,0,0,2,9,10,0,1,0,0,2,-1,1,9,7,3
2635350,2017100195391,2,1,1,2,6,3,9,-1,3,4,14:36,6,30,6,2,0,5,1,1,1,0,0,1,9,3,0,1,0,0,2,5,2,6,1,-1
2638551,2017110241983,1,4,2,1,2,3,9,1,3,6,11:50,6,30,6,4,0,0,1,1,1,0,0,1,9,9,0,1,0,0,1,5,2,7,6,1
2639554,2017120067552,1,1,1,1,9,3,9,1,3,5,18:20,6,40,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,1,-1,1,9,2,1
2640927,2017120192739,2,1,1,2,7,3,1,1,3,5,19:30,6,30,1,4,0,0,1,1,1,0,0,1,1,18,0,8,0,0,4,-1,2,7,-1,1
2644361,20171347F0503,2,2,1,1,4,3,9,1,3,7,08:50,6,30,3,4,0,4,1,1,1,0,0,1,9,18,0,1,0,0,1,-1,1,4,10,1
2649670,2017140220307,1,1,3,1,7,3,0,-1,3,7,01:00,6,30,3,4,0,0,4,1,1,0,0,1,8,5,0,8,0,0,0,1,1,7,10,1
2656092,2017200163968,3,2,1,1,10,3,9,1,3,3,15:55,6,30,6,4,0,0,1,2,2,0,0,1,9,18,0,1,0,0,3,-1,1,10,0,1
2657099,2017200179638,1,1,1,2,11,3,9,1,3,1,18:16,1,30,1,2,0,0,1,1,1,0,0,1,9,3,0,8,0,0,1,-1,2,11,2,1
2661854,2017200248433,2,1,1,1,7,3,9,-1,3,7,02:50,6,20,6,4,0,0,4,1,2,0,0,1,9,18,0,8,0,0,4,1,1,7,8,-1
2673805,201731C116417,1,1,3,2,6,3,0,1,3,2,15:30,6,30,3,4,0,0,1,1,1,0,0,1,1,18,0,1,0,0,1,-1,1,-1,-1,-1
2674162,201731C205117,2,1,2,1,4,3,9,1,3,1,18:38,6,30,6,2,0,5,4,1,1,0,0,1,9,18,0,8,0,0,1,-1,2,8,9,1
2675620,2017320091776,1,1,1,2,6,3,9,-1,3,6,13:59,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,1,3,2,6,3,3
2676980,2017320386576,1,4,1,1,-1,2,9,3,2,2,01:00,6,40,3,2,0,5,4,1,1,0,0,1,9,18,0,8,0,0,1,-1,1,-1,6,3
2677535,2017320514311,2,1,2,2,8,2,9,1,2,6,11:50,6,30,1,4,0,0,1,1,1,0,0,1,9,18,0,4,0,10,4,-1,1,8,7,-1
2678001,2017331700167,2,2,1,1,6,3,9,1,3,2,19:00,6,40,3,4,0,0,4,2,2,0,0,1,9,18,0,2,0,0,1,2,1,6,-1,1
2678302,2017331700397,1,1,1,1,7,3,9,-1,3,5,05:30,6,50,0,-1,0,0,6,1,1,0,0,2,9,13,0,0,0,0,1,-1,1,7,4,-1
2678404,2017331700476,2,1,1,2,8,3,9,1,3,4,07:30,6,40,0,-1,0,4,1,1,1,0,0,1,9,3,0,0,0,0,2,2,2,8,4,1
2686956,2017370166288,2,2,1,1,9,3,9,3,3,1,20:53,6,60,0,-1,0,0,6,2,2,0,0,2,9,17,0,0,0,9,3,2,1,9,10,3
2687536,2017370200258,2,2,1,1,5,3,9,3,3,2,15:10,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,3,5,1,5,4,3
2687656,2017370205575,2,2,1,1,7,3,9,2,1,1,22:05,6,60,0,-1,0,0,6,1,1,0,0,2,9,18,0,0,0,0,1,5,1,7,14,2
2689194,2017400170779,1,4,2,2,4,3,9,1,3,2,16:10,3,70,0,-1,0,0,1,1,1,0,0,2,9,4,0,0,0,0,2,5,2,4,8,1
2692126,2017410188637,2,1,1,1,5,3,5,1,3,3,07:20,1,70,1,4,0,0,1,1,1,0,0,2,5,7,0,3,0,0,4,1,1,5,6,1
2697856,2017420238122,1,25,2,2,3,3,11,2,3,6,08:40,6,30,6,2,0,5,1,1,2,0,0,1,11,5,0,1,0,0,1,1,1,10,15,1
2698150,2017420245783,1,1,1,1,3,3,1,1,3,3,08:20,6,40,0,-1,0,4,1,1,1,0,0,2,1,5,0,0,0,0,1,4,1,3,-1,1
2705918,2017440189557,2,2,1,2,6,3,9,1,3,7,11:40,6,30,8,4,0,4,1,2,2,0,0,1,9,9,0,8,0,0,1,-1,2,6,13,1
2708506,2017440449062,1,1,3,1,6,2,0,1,2,7,01:30,6,30,0,-1,0,0,7,1,1,0,0,1,9,18,0,0,0,0,1,-1,3,-1,-1,-1
2714525,2017460157478,2,1,1,1,10,3,1,1,3,6,15:38,1,30,1,4,0,8,1,1,2,0,0,2,1,7,0,3,0,0,2,-1,1,10,-1,1
2722507,2017471703129,2,1,1,1,9,2,1,1,2,4,16:13,1,30,1,4,0,0,1,1,1,0,0,1,1,9,0,4,0,0,1,-1,1,9,-1,1
2724002,2017471705111,2,1,1,1,8,3,9,2,2,5,17:23,6,50,8,4,0,0,1,1,1,0,0,2,9,10,0,1,0,0,2,-1,1,8,7,2
2724091,2017471705222,1,1,1,2,11,3,9,3,3,6,19:54,6,60,3,4,0,0,6,2,2,0,0,2,9,9,0,6,0,0,3,-1,2,11,6,3
2727064,2017500175754,1,1,1,1,10,3,9,1,3,5,22:52,6,40,0,-1,0,0,7,1,1,0,0,2,9,18,0,0,0,0,1,-1,1,10,17,1
2733465,2017521705287,2,2,1,1,6,3,19,1,2,3,15:46,6,60,6,4,0,0,1,1,1,0,0,2,19,18,0,8,0,0,1,-1,1,6,5,1
2735058,2017530193191,1,1,1,1,11,3,9,3,3,2,12:16,6,30,0,-1,0,0,1,1,1,0,0,2,9,4,0,0,0,0,3,-1,1,11,3,3
2735989,2017541539217,1,1,1,1,8,3,9,3,3,7,13:38,6,40,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,9,1,-1,1,8,14,3
2737055,2017548819917,2,1,1,2,7,3,9,1,3,7,11:59,6,50,3,4,0,0,1,1,1,0,0,2,9,4,0,1,0,0,2,-1,2,7,2,1
2740193,201760V085018,2,4,2,2,6,3,9,-1,2,7,13:29,6,60,0,-1,0,0,1,2,2,0,0,2,9,18,0,0,0,0,1,-1,1,6,-1,-1
2742920,2017621700837,3,4,2,2,5,3,9,1,3,4,15:54,3,50,0,-1,0,0,1,1,1,0,0,2,9,4,0,0,0,0,2,-1,2,7,15,2
2743051,2017621700940,2,2,1,1,9,3,1,1,3,4,19:40,1,30,1,4,0,1,1,1,1,0,0,1,1,18,0,8,0,0,1,-1,1,9,-1,1
2744105,2017621800096,1,1,3,2,10,3,0,1,3,4,10:54,6,30,3,4,0,0,1,1,1,0,0,1,9,1,0,2,0,0,2,-1,2,5,6,1
2750904,201797GA02303,3,1,2,2,5,3,9,1,3,6,18:15,6,30,0,-1,0,0,1,1,1,0,0,1,9,3,0,0,0,0,2,2,1,6,12,1
2755184,2017983132517,1,1,1,1,6,3,19,3,3,2,14:45,6,60,0,-1,0,0,1,1,1,0,0,2,19,18,0,0,0,11,4,1,1,6,3,3
